"Geneid" "1.sam" "2.sam" "3.sam" "4.sam" "5.sam" "6.sam" "7.sam" "8.sam" "9.sam" "10.sam" "11.sam" "12.sam" "13.sam" "14.sam" "15.sam" "16.sam" "17.sam" "18.sam" "19.sam" "20.sam" "21.sam" "22.sam" "23.sam" "24.sam"
"RLTR31M" 2 3 0 4 0 0.93 0 7 0 6 1 1 3 5 0 0 1 1.6 3 3 1 0 1 3
"RLTR31B_Mm" 3 0 20 3 4 1 0 5 2 1 4 0 12 0 0 0 6 0.8 2.33 0 3 0 9.8 3
"ORSL-2b" 0 1 0 2 0 5.5 0 3 0 2 4 0 1 0 0 1 0 0 0 21 4 0 5 0
"MER66C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MER73" 0 0 0 0 3 4 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 0 9 0
"Charlie12" 52 9 10 118 50 94.33 65 70 54 45 17 7 38 9 19 101 71 141 74 61 123 18 135 66
"MuLV-int" 437.43 443.99 752.32 366.51 425.43 387.16 185.66 350.68 298.45 840.76 205.21 738.84 554.36 286.45 397.84 247.41 327.05 548.04 612.76 352.6 426.59 219.68 1445.33 412.98
"RLTR35B_MM" 2 1 1 3 15 5 0 2 5.5 5 0 14 2 4 0 2 3 42 16 4 7 4 10 0
"(TTATG)n" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0
"Charlie16a" 1 7 14 1 5 3 0 3 1 1 0 2 2 0 1 0 0 0 0 0 2 0 5 0
"MER68C" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR13C1" 6.8 5 15 13.4 2 12.3 0 5.2 7.87 22.8 1 9.25 17.67 3 1 22 10.33 0 1 20 2.4 13 20.35 5
"IAPLTR1_Mm" 3.4 5.8 6 11.65 9.8 8.6 15.33 8.67 9.4 8.8 3.8 1 9.2 4 0 3.6 5.2 21 10.6 8.2 9.8 26.6 6.4 2.2
"RLTR13D6" 28.5 5 11.5 67.53 36.8 44.13 53.2 35.8 24.73 13.27 10 0.6 4.5 11 31 50.53 39.6 21 42.87 9.4 79.9 13.2 86.87 19.2
"(AGATG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LTR75_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"MER126" 1 3 0 1 0 3 0 0 1 3 0 0 1 0 0 0 5 0 0 1 0 0 0 0
"RLTR19B" 8 6 0 6 0 5 0 7 4 6 6 0.5 0 0 0 5 1.2 31 3 1 4 8.4 6 8
"LTR79" 6 1 0 2 0 1 137 0 1 0 2 5 0 0 0 0 3 16 6.2 1 7 0 10 4
"Kanga1b" 2 0 0 0 0 0 0 2.5 0 1 0 3 0 0 11 0 2 0 0 0 0 0 4 0
"RLTR6_Mm" 231.2 61.87 826.89 561.74 318.63 894.34 228.4 295.7 594.04 141.4 162.15 59.67 128.4 40.2 423.49 475.39 645.39 466.79 300.5 537.09 639.09 280.4 1140.08 986.99
"Tigger9a" 0 0 0 1 18 2 0 9 1 0 0 8 1 10 0 0 2 15 6 0 0 0 0 0
"MLTR18D_MM" 3 9 0.2 5 12 11.6 0 4 7 3 1 1 23 7 0 3 7 13 5 19 4 0 14.25 19
"MamGypLTR1b" 0 0 4 1 0 4 0 0 0 1 0 1 4 0 41 0 1 0 0 0 4 0 5 0
"LTR83" 7 2 0 0 5 1 0 0 0 0 1 0 4 3 0 0 2 0 0 0 4 9 9 0
"MLT1A0-int" 0 3.5 0 1 0 5 0 5 5 15 0 4 9 0 0 0 3 0 2 4 0 3 1.5 0
"(CGGG)n" 0 0 2 0 0 2.9 37 5 0.4 0 0 5 1 2 0 3 4 1 4.6 7 1.8 36 5 0
"(TTTAA)n" 4 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 3 2 0 0 0 2 0
"RLTR26B_MM" 0 1 0 3 0 5 0 4 3 6 0 6 16 0 0 5.95 7.33 20 5 10 10 0 7.33 11
"LTRIS6" 0 1 1 1.1 0 0.4 0 0.2 0 2 0 0 17 2 0 0 3 0 0 0 6 2.33 4.4 0
"(CTAAA)n" 0 0 0 0 7 0 0 0 0 3 0 0 4 0 0 0 0 0 0 0 1 0 0 5
"Kanga1" 1 3 0 0 14 10 0 12 1 10 4 9 1 0 0 4 4 0 2 0 6 6 21 0
"Tigger16b" 0 1 4 9 2 3 0 8.5 2 1 0 24 18 22 0 6 2 0 4 0 9 0 5 9
"LTR40c" 7 8 4 10 13 5 0 11 3 5 3 0 10 22 0 2 0 0 8 0 0 0 0 9
"L1M3b" 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 4 0
"RLTR1A2_MM" 59.47 19.82 54.48 71.68 129.6 87.8 25.8 37.83 35 25.45 12.6 27.5 38.78 9.45 33.05 35.95 34.35 73.13 33.7 90.07 57.73 28.5 119.37 37.7
"MER54B" 0 5 1 1 18 1 0 0 4 0 0 19 7 0 12 0 5 0 3 0 11 0 8 3
"(CTATT)n" 0.5 0 0 0 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 0 0 0
"MLT1E2-int" 0 0 6 0 0 0 0 1 0 0 4 0 0 0 0 0 1 0 1 0 0 0 3 0
"RLTR30" 6 4 0 7 4 3 0 7 2 27 0 13 5 17 0 4 2 0 4 0 10 1 11 16
"(TTCG)n" 30 8 42.75 38.2 31 31.6 0 6.5 22.9 7.8 3.5 0 12.6 1 0 23 24 18 16.5 10 49.35 17 78.4 31
"MamRep4096" 1 1 0 1 0 0 0 1 2 0 0 0 6 0 0 0 0 0 1 0 0 0 0 0
"(TTAGG)n" 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVB4_1C-LTR_Mm" 0 0 0 1 0 3 0 2 2.5 0 0 1 6.4 0 27 1 3 0 10 12 6 0 5 0
"U5" 1037.11 579.53 2273.79 1074.93 1142.19 2498.56 27960.79 1798.99 964.31 91561.26 1155.66 422 815.05 1002 12237.59 1442.6 1507.01 21962.67 1292.44 925.19 1557.71 475.46 3066.12 1228.59
"MER88" 1 0 0 0 0 0 0 5 1 0 0 0 7 0 0 0 0 0 3 0 0 0 1 0
"MLTR31D_MM" 2.2 0 0 12 14 3.4 0 10.67 4.33 1.5 2 3 12 0 0 1.1 1 0.8 8 5 4.3 0 24.5 11
"LTR41" 10 9 4 7 10 10 0 5 5 8.5 3 5 11 4 24 3 2 10 12 11 11 0 18 0
"(CAGGG)n" 0.6 0 2.2 0.2 0 0.8 0 0.2 1.4 0 0 0.8 0.2 0 11.2 0 0.4 0 0 6 2.2 3.2 2.4 0
"ERVB4_2-I_MM-int" 41.2 5.4 58 46.07 11 37.43 69 30 21.73 63.4 10.4 20.2 15 4.8 4 43 27.6 44.6 29.62 49.25 61.5 24 64.78 25.4
"UCON31" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
"LTRIS_Mm" 1 2 0 16 17.8 11.32 95 13.75 3 11.5 1 0 0.75 0 13 5 10.2 4.5 8.4 9.1 9.6 8.8 8.57 17
"Chap1_Mam" 0 0 0 4 0 3 0 0 0 0 4 0 5 0 0 0 0 0 0 0 3 0 2 7
"MTB_Mm-int" 10.53 6.87 1.4 11.87 4.4 15.83 0 25.7 3.98 10.73 12.6 4.73 22.4 0.87 48.73 10.37 16.4 13.4 15.27 0.2 20.87 0 19.53 8
"Eulor5A" 11 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 4 0 0 1 0
"LTR85a" 0 0 1.67 1 6 0 0 3 3 0 0 30 3 6 0 4 2 23 0.2 0 1 0 2 6
"LTR88c" 3 0 0 2 0 1 0 0 0 0 0 0 1 0 0 0 5 0 2 3 0 0 0 0
"MER135" 241 60 447 159 286 758 554 157 228 418.5 58 33 81 40 480 333 274 265 350 372 395 348 824 664
"MER96B" 0 5 15 3 0 6 0 4 2 9 2 0 4 0 0 2 4 10 13 13 9 0 6 21
"RMER16_Mm" 3 3 1 3.8 3.8 2.6 0 13.2 5 0 8 5 8 0 0 4.4 4 1.8 1 6.5 8 12 12 9.5
"LTR106_Mam" 0 0 7 0 6 0 0 2 0 0 0 0 0 0 0 1 0 0 0 2 0 0 6 5
"MER57E1" 1 1 13 1 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 12 0 0 2 0
"Kanga1c" 0 1 0 7 0 4 0 0 5 1 3 0 7 0 0 0 3 10 0 0 1 0 6 0
"MMSAT4" 126.07 106.15 187.5 169.68 161.1 223.43 177 221.38 175.03 277.37 73 135.33 200.22 51.27 173.92 97.98 159.53 143.2 216.37 198.9 218.78 73.8 314.98 147.2
"UCON29" 0 0 3 0 0 1 0 0 1 4 1 22 1 0 0 0 3 0 8 0 0 0 2 0
"LTR29" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"ERVL-int" 0.33 5.6 1 5.67 5 7.2 0 2 10 10.6 2 0 18 1.2 0 0 5 0 10 14 9.5 0 29.2 13
"ORR1D2-int" 242.5 69 289 436.4 125 316.67 280.33 262.53 211.87 187.58 38 55 161.33 79.25 204.2 309.4 356.7 222 335.87 322 572.03 135.67 666.83 289.6
"RLTR20A2B_MM" 7 3 15 1.4 0 7 0 3 0 12 6 0.5 6.4 0 0 4 6 19 4.2 17.5 3.5 0 15.23 0
"(AATTG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR13D3A" 0.8 2.2 14.33 7.3 3.2 8.83 0.2 1.9 6.9 12.7 0.2 0 2.73 0 0 15.82 9.77 2 2.1 4 7.05 9.2 7.8 19.2
"MER127" 0 0 0 0 4 2 0 0 1 1 0 0 3 0 0 1 0 0 1 0 0 9 1 0
"Charlie23a" 0 0 0 4 0 1 0 8 1 7 0 0 0 0 0 0 3 0 7 0 4 0 6 0
"RLTR10D2" 4 0 0 1 11 4 0 0 1 1 0 0 0 0.8 0 5 0 0 2 0 1 0 1.2 0
"RLTR20C" 2 6 0 0 0 5.9 0 0 3 7.2 1 1 1.2 0 0 0 0.75 0 0.4 5 0 8 10.4 0
"(CAGGC)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 2 0 2.67 0
"RLTR10B" 1.32 0 0 1.03 2 1.6 0 0.8 3.2 1 0 0 0 0 0 1.5 1.8 0 4.3 3.6 1.6 0.2 10 1.4
"MuRRS-int" 60 11.7 65.13 114.8 40.6 86.93 150 61.6 65.33 86.57 25.07 16 46.6 28.8 16 99.35 90.5 39.73 62.4 67.35 127.48 7.6 138.52 60.8
"MER65D" 0 0 11 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 5
"RLTR53B_Mm" 0 3 3 0 9 0.33 0 0 1 0 0 1 0 0 0 0 1.5 0 0 0 2 0 0 0
"LTR85c" 0 1 1 0 4 0 0 3 4 0 0 0.67 1 0 0 0 1 0 6 0 2 0 1 0
"LTR80B" 0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0
"ERVB4_1-I_MM-int" 8 10 37 17.95 6 15.6 0 19.2 16.05 28.1 5.33 9 11 3 47 17.4 10.57 34 21.55 10.2 21.05 0.2 29.15 3.4
"RLTR13D2" 181.8 23 205.77 379.23 172.6 244.88 247.3 222.65 155.27 158.7 46.7 21 92.23 50.5 69.67 325.35 226.07 202.4 141.63 255.7 454.05 128.2 441.95 239.8
"RLTR30C_MM" 0 0 0 1 0 2 0 1 3 0 0 0 1 0 0 0 0 0 2 8 1 0 6 0
"Charlie13b" 0 2 0 2 0 1 0 0 1 5 1 1 0 0 0 1 0 7 3 0 0 0 9 10
"RLTR13A3" 0 4 7 0.8 1.2 4.33 0 2 0 1 1 0 0 1 0.2 0 2.7 2 1 2.1 1.4 0 5.2 1.2
"ORR1F-int" 762 134 934.5 1691.75 587 1345 1696 1002 838 842 217 80 436 274 608 1384.5 1119 929 1010 1182 2181.5 445 2166 903
"LTR107_Mam" 0 0 0 0.25 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
"RLTR20B1" 2 10 10.67 0.5 13 9.8 0 3 4 2 1 17 10.83 0 0 0 4 6 4 1 5 0 16.53 0
"MER21-int" 1 0 0 0 0 0 0 0 2 0 0 0 2 4 0 0 1 0 0 0 0 0 0 5
"(CAGAC)n" 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0.8 0 0 3.2 0.2 0 2 3.2
"L1M7" 0 4 0 2.25 1 1 0 0 6 6 0 18 1 0 0 1 0 0 1 2 6 3 3 0
"LTR82A" 2 3 16 0 0 0 0 1 4 5 0 8 23 0 0 1 3 14 4 0 7 11 4 0
"L1ME5" 0 0 0 1 0 2 0 0 1 0 0 1.4 6 0 0 0 1 0 1 0 0 0 2 0
"RLTR10B2" 12.75 3.5 5.2 11 10.4 13.75 87 8.57 13.77 10.8 1.6 7 4.67 2.55 29 12.8 14.27 14.67 14.43 31.73 17.73 1 33.08 20.7
"L1M3e" 3 12 8 7.2 13 6.53 0 6 4.8 9 12 2 10.5 7 35 8.2 6 12 7 4.6 14 0 13 4
"(CAGC)n" 0 0 2.2 1 4 0 0 7 3 1 1.67 0 0 0 0 0 2 6 0 1.4 1 0 5 0
"UCON19" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MamRep38" 109 8 61 123.6 39 66.8 69 48 43 42 1 3 44 26 38 61 48 37 28 32 120 26 94 25
"MurERV4_19-int" 1068.53 175.33 1380.67 2450.53 963.27 1797.57 1409.33 1365.03 1063.2 1009.5 244 253.53 583.8 385.33 1124.13 1932.53 1714.97 1499.73 1617.47 1971.27 3009.33 902.47 3340.73 1281.53
"RLTR26C_MM" 69 12 60 215 33 149.5 212.6 58.2 104 70 11 11 37 13 65 153 151.67 89 144 91 218 65 213 92
"LTR37-int" 2 2 5 5 2 16 0 3 5 0 2 0 5 0 0 4 5 34 6 9 8 0 14 14
"(AGCTG)n" 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 2.6 0.67
"RLTR13B2" 4 1 0.5 0 6 1.3 0 10 5 0 0 1 7 0 0 0 1.5 0 1 1.4 1 0 3 4
"(CATCC)n" 0 0 21 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"L1MCb" 1 1 14 1 0 5 0 14 2 6 0 5 48 0 0 5 4 7 5 6 9.4 29 18 7
"(CTCA)n" 0.33 0 6.6 0.5 0 7.65 0 1.25 2 0 0 0 0.6 1 0.5 0 0 0 0 7.5 0.75 0 3.2 0
"MER132" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MER112" 98 1 65 100 36 81 71 41 46 42 8 39 20 13 58 20 46 29 52 52 135 3 111 68
"RLTR5_Mm" 0 0 0 0 0 2 0 0 0 3 0 0 5 0 0 0 2 0 1 0 1 0 1 0
"MER4B-int" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 1 0
"Tigger8" 0 0 8 9 0 3 0 23 2 12 4 0 0 0 0 0 1 11 0 0 5 0 3 0
"Charlie4z" 5 3 24 6.5 22 9 0 23 7 1 2 1 7 0 0 4 11 14 5.5 0 9 0 10 0
"MER47A" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 4 0 3 0
"L1ME3E" 1 1 0 3 3 9 0 2 3 13 3 2 2 1 0 1 0 24 11 5 2 5.2 5 0
"ERVB2_1A-I_MM-int" 19 10 28 18.33 13 13.93 0 17.67 9.4 21.6 2 30 24 0 0 6 8.2 38.4 33.2 12 28.5 0 29.9 8
"UCON28a" 0 2 4 0 0 1 30 0 0.25 2 0 0 2 0 0 0 2 0 2 6 0 10 0 0
"Tigger2b" 0 9 3 2 3 2 0 7 2 6 5 0 4 0 0 3 3 0 2 1 9 4 18 11
"Tigger17b" 0 1 0 4 0 0 0 2 3 5 0 0 0 0 0 0 6 0 2 0 10 0 11 0
"MLTR13" 0 3 3 0 0 4 0 3 4 0 5 22 0 0 0 6 0.4 20 2 0 1 0 5 0
"LTR108c_Mam" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MER89" 9 2 3 7 0 2 0 2 9.5 2 0 6 0 0 0 11 6 2 2 0 1 0 12 7
"MER106A" 2 0 0 2 0 0 0 2 2 6 0 0 2 0 0 0 0 0 0 0 1 0 2 0
"(CAAAT)n" 0 0 0 2 0 0 0 0 0 5 1 0 0 3.2 0 6 0 0 0 3 0 0 1 0
"Tigger20a" 1 7 17 2 0 5 0 4 2 5 0 0 9 0 27 0 0 0 1 0 0 0 2 0
"MLTR18_MM" 6.2 5 0 15.8 5 9.5 0 10 11 1 2.5 25 16 2 22 4 12.5 6 2 8 11.5 0 9 0
"(CAATA)n" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 9 0 0 0 0 0 0
"hAT-N1_Mam" 4 5 0 2 0 1 0 0 0 1 0 8 1 8 0 0 0 0 2 0 0 0 2 2
"Charlie17a" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0
"MER5C1" 0 0 0 1 0 1 0 5 5 1 0 4 1 0 0 4 3 0 0 0 0 0 2 0
"HAL1_SS" 0 0 0 1 0 1 0 1 1 4 0 0 0 0 0 0 0 5 6 0 0 0 6 0
"ERVB7_4-LTR_MM" 0 1 0 0 0 0 0 5 0.5 2.5 0 0 0 0 0 0 1 23 2 0 5.8 0 3 0
"MLT1-int" 1 1.5 7.4 0 0 3 0 15 1 0.5 0 21 22 7 0 4.5 2 0 4 7 2 0 5 0
"RLTR19C" 85 34 98 258 124 185 190 144 90 83 29 18 74 56 82 182 156 183 178 203 393 82 235 111
"MLT2E" 0 0 1.5 0 0 1 0 0 0.2 0 0 0 0 7 0 0 0.5 0 0.5 0 0 0 0 0
"Charlie21a" 1 0 0 11 2 4.8 0 0 3 24 0 0 4 4 0 3 2 0 7 8 1 18 9 13
"MER106B" 2 1 0 1 0 0 0 4 0 24 9.5 30 0 0 0 0 1 8 2 0 0 0 4 0
"LTR31" 2 4 0 0 0 10 0 4 9 0 4 9 2 0 0 1 1 6 5 0 2 0 10 0
"(CATAG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17 0 0 0 0 0 0
"MER70B" 1 1 0 0.2 5 2 1 0.2 1 0 0.2 0 8 1 2 9 2 0 2 0.4 1.6 0 4 15
"Charlie4" 3 0 0 0 0 0 0 0 0 13 2 2 1 0 0 0 0 0 3 0 0 0 19 3
"MLT1D-int" 0 4 6 3 0 1 0 0 0 0 0 0 0 6 0 0 1 15 3 7 4 16 2 0
"RLTR9A3B" 0.4 2.2 4 3.9 4.4 0.8 0 11 2.2 4.67 2 1.25 8.4 1.8 0 8.6 4.7 2.2 6.47 1 8.33 0 13.5 1.2
"MER94" 7 1 2 3 0 5 0 6 3 2 0 17 9 14 0 0 4 11 1 4 1 1 6 0
"(CGATA)n" 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0
"(CCTTG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 2.5 0 0 0 0 0 0 0
"LTR73" 3 0 0 1 0 2 0 0 5 0 3 0 5 1 0 11 0 0 5 0 0 0 3 0
"RMER16B2" 3 2 0 1.67 2.25 5.9 0 1 2 1 0 26 9 0 0 0.5 0.2 0.4 2 0 3 13 9.4 0
"MER34B-int" 4 2 1 1.67 0 5 0 17 6 10 2 3 12 0 0 7 3.5 0 17 6 11 0 3 5
"MER52-int" 216 15 206 409 138 309 0 258 231 126 18 32 135.2 75 68 214 203 199 120 179 583 67 377.5 111
"(ACCG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"(TTAAA)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MMERVK10D3_I-int" 11.47 2.8 9 9.5 2 7 0 15.2 4.3 4.93 4.4 3 11.5 0 1 1 6.67 20.6 1.65 10.2 4.53 0 15.07 9.8
"FAM" 0 0 2 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.4 0 1 3 1 0
"MMERVK10D3_LTR" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0
"MamGypLTR1c" 0 1 9 0 0 3 0 0 0 0 0 0 4 9 0 3 2 0 0 0 0 0 1 0
"Charlie20a" 0 0 0 0 0 2 0 4 0 4 3 11 0 0 0 0 0 0 3 1 1 1 5 4
"Charlie7" 8 11 11 10 25 17.33 0 4 11 8 9 30 13.33 5 0 7 14 6 11.83 2 8 0 27 6
"RLTR6C_Mm" 3.6 0 0 0.5 3.33 0 0 0 3.6 4 0.8 0 0 0 0 0 1.45 0 0 0 1 0 0 4.8
"LTR33C" 1 0 0 0 0 1 0 0 5 0 0 1 0 0 0 4 2 3 5 0 2 0 5 0
"IAPLTR3" 6 4 23.2 18.8 0 11.8 0 3 5 8 9 0 0 1 0 38.4 19.8 10 6 12 24.6 19 17 6
"IAP1-MM_I-int" 1 1.8 0 13.2 0 6.6 0 8 7.27 8.3 0 11 0.25 13 0 2 3.2 6.2 6.4 4.4 6 9 9 7.8
"Eulor6B" 5 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 2 0 1 0 0 0 0 0
"RLTR44B" 0 1 0 7 0 1 0 3 0.4 1 0 0 1 0 0 0 0.87 0 2 0 2 0 2 0
"RLTR44A" 1 3 14 9.4 0 14 0 10 6.6 3 0 0 1 2.2 0 9 11.67 8 6.25 5 22 0 19.8 4.33
"(GCTG)n" 0 0 6 0 0 0.7 0 0 0 0 0.33 0 0 0 0 3 0.4 0 0 0 1 2.2 0.2 0
"ETnERV2-int" 13.6 10.47 12.73 29.67 17 40.47 0 19.53 11.33 61.87 9.8 75.4 35.23 9.6 9.3 34.13 35.25 28.3 31.13 11.03 40.52 0 49.18 11.6
"LTR88a" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"IAPA_MM-int" 0.7 0 0.8 6.4 3.2 3.4 1 4.9 4.3 6 0 0.4 2.6 0.53 0 1.2 5.13 9.7 3.2 1.4 8.7 0 8.57 12
"LTR81C" 1 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 1 0 0
"(AAATG)n" 0 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0.4 0 0 0
"Charlie25" 0 1 0 4 14 3 0 1 1 0 4 0 2 0 17 0 3 0 11 0 6 0 15 0
"UCON5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 20 0 0 0 0 0 0
"RLTR19D" 0 1 0 0 0 0 0 0 0 0 0 14 0 0 0 0 1 0 0 0 0 0 0 0
"RLTR12H" 2 7 0 7 5 1.2 0 15 2 2 0 5 8.5 0 0 4.4 0 0 1 0 4 1 0 0
"RLTR41B" 39 11 51 75 12 40.2 0 45 39 26 9 7 31 2 13 49 51 29 45 41.2 93.8 27 77.4 60
"RLTR44E" 0 0 20.8 1.4 0 3 0 1 0 0 0 0 1 0 0 0 1.27 0 2.1 6.4 0 0.25 1.8 4.33
"MLT1J2-int" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X7D_LINE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X8_LINE" 0 0 0 0 0 1.5 0 1 1 6 0 1 5 0 0 0 0 0 4 7 0 0 2 0
"IAPLTR4" 0 1 14 0 0 2 0 0 1.6 1 0 26 0 0 9 3 2 0 2 5 3 0 6 0
"U3" 1683.13 536.68 2575.83 1458.78 1294.02 3004.59 1457.83 1132.04 1100.89 2354.11 408.85 554.85 885.96 422.88 1932.31 792.59 1807.28 1685.56 1180.47 1498.43 2155.17 1234.69 3308.56 1164.45
"(ATTTG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR9A" 183 37.5 351 338.25 78 255 185 138 161.15 129 56 28 70.4 35 134 318.6 233 260 209 278.25 454.5 98.5 450.3 218
"(CAGTT)n" 0 2 25 0 0 2 0 6 1 6 2 0 12 0 0 0 0 0 0 0 0 0 0 2
"MER45C" 0 11 0 4 0 3 0 0 7 1 0 16 0 0 48 0 3 0 0 0 3 0 3 0
"UCON2" 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 5 0 0 0 0 0 3 16
"Eulor5B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"L1M6B" 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 1 0
"Tigger6a" 2 3 0 3 5 17 0 6.5 7 11 2 43 1 1 9 8 3 37 13 19 11 7 11 3
"LTR65" 1 0 0 0 0 3 0 7.5 1 3 0 0 0 0 0 0 2 6 4 3 1 0 3 0
"(CGAG)n" 0 0 0 7 0 2.5 0 0 2 0 4 0 2 0 0 0 3.25 3 1 0 2 0 2 4
"(CATTA)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"(TCCCG)n" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MER92-int" 0 0 0 3 7 4 0 6 2 0 1 0 6 0 0 5 6 0 3 0 4 2 2 8
"LTR84b" 2 1 0 0 0 2 0 0 1 1 13 6 4 0 0 0 0 0 0 0 0 0 3 0
"(CATAT)n" 0 0 0 0 0 0 0 0 0 1 0 0 0 7 0 0 0 0 0 0 0 0 0 0
"Charlie22a" 0 0 6 0 0 2 0 0 0 6 0 0 0 0 0 6 0 0 8 0 1 0 4 0
"RLTR53_Mm" 4 1 7 5 16 3 0 1 5 5 1 0 4 29 0 9 3 11 15 4 6 0 7 5
"MLT1A-int" 0 0 0 0 9 0 0 0 1 0 0 3 0 0 0 2 0 0 0 0 0 8 5 0
"HERVL40-int" 1 4 4 4 14 8 0 0 1 0 2 20 3 0 0 0 0 0 5 1 0 0 14 11
"MER68-int" 93 9 70 227.67 76 158.5 179 116 77 125 23 8 44 60 159 220 175 144 127 174 275 52 247.5 160
"LTR81B" 0 0 0 0 0 0 0 4 0 0 2 0 0 0 0 0 1 0 10.5 0 2 0 5 3
"Arthur1A" 0 2 0 1 2 1 0 3 2 0 0 1 2 0 0 1 0 0 3 0 2 0 4 0
"RLTR50A" 0 2 0 1 0 0.33 0 0 1 0 0 0 2 0 0 4 0 0 1 0 3 0 0 4
"MER92C" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"(GCATG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVB7_2-LTR_MM" 1.25 0.6 11.2 3 8.5 5.4 0 13.8 1 3.25 0 0 7.4 0 0 1.9 4.2 0 1.2 0 2.85 0 8.85 0.53
"(CTATA)n" 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0
"Eulor6A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X1_LINE" 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 0 1 0
